Date,Time,Sale_Price,Units_Sold,Revenue
2027-08-08,20:11:02,579.3,41,23751.3
2027-08-09,19:18:00,652.51,42,27405.42
2027-08-10,09:22:04,746.64,36,26879.04
2027-08-11,16:08:51,702.72,35,24595.2
2027-08-12,18:58:29,470.98,39,18368.22
2027-08-13,15:36:43,877.58,20,17551.6
2027-08-14,14:31:10,854.54,10,8545.4
2027-08-15,18:36:18,826.38,16,13222.08
2027-08-16,10:49:48,702.24,15,10533.6
2027-08-17,19:34:29,555.25,17,9439.25
2027-08-18,16:26:30,687.15,14,9620.1
2027-08-19,16:01:29,829.99,6,4979.94
2027-08-20,16:49:38,703.07,10,7030.7
2027-08-21,16:58:30,752.81,20,15056.2
2027-08-22,13:18:05,893.07,24,21433.68
2027-08-23,14:44:12,664.95,27,17953.65
2027-08-24,10:19:08,703.87,39,27450.93
2027-08-25,14:53:53,562.23,59,33171.57
2027-08-26,11:37:15,838.95,32,26846.4
2027-08-27,10:01:49,778.32,54,42029.28
2027-08-28,17:25:55,759.96,54,41037.84
2027-08-29,12:38:36,690.01,62,42780.62
2027-08-30,16:04:30,760.63,56,42595.28
2027-08-31,20:45:44,856.27,58,49663.66
2027-09-01,20:55:18,905.2,59,53406.8
2027-09-02,19:54:58,681.74,59,40222.66
2027-09-03,20:55:56,713.85,48,34264.8
2027-09-04,13:04:43,800.98,52,41650.96
2027-09-05,09:08:24,805.83,40,32233.2
2027-09-06,18:26:22,658.17,52,34224.84
2027-09-07,18:31:39,896.87,26,23318.62
2027-09-08,16:46:56,738.64,43,31761.52
2027-09-09,15:39:20,806.27,33,26606.91
2027-09-10,18:19:51,759.76,29,22033.04
2027-09-11,13:48:32,841.82,5,4209.1
2027-09-12,19:29:57,608.47,18,10952.46
2027-09-13,09:35:05,745.17,23,17138.91
2027-09-14,19:06:35,741.26,9,6671.34
2027-09-15,15:18:20,892.78,1,892.78
2027-09-16,18:37:00,661.99,9,5957.91
2027-09-17,19:27:58,685.38,13,8909.94
2027-09-18,14:42:39,715.37,9,6438.33
2027-09-19,16:38:29,927.49,23,21332.27
2027-09-20,16:44:20,594.88,24,14277.12
2027-09-21,12:03:23,845.53,21,17756.13
2027-09-22,15:02:12,735.79,22,16187.38
2027-09-23,16:10:26,675.96,41,27714.36
2027-09-24,17:25:54,737.42,45,33183.9
2027-09-25,12:50:43,918.28,38,34894.64
2027-09-26,10:43:10,876.38,33,28920.54
2027-09-27,13:54:00,599.82,61,36589.02
2027-09-28,19:40:13,724.84,58,42040.72
2027-09-29,20:45:56,974.08,59,57470.72
2027-09-30,20:20:21,503.6,80,40288.0
2027-10-01,09:55:30,823.94,60,49436.4
2027-10-02,14:18:07,771.62,57,43982.34
2027-10-03,20:30:30,886.68,48,42560.64
2027-10-04,15:48:24,736.21,54,39755.34
2027-10-05,10:58:34,590.32,56,33057.92
2027-10-06,12:42:03,578.92,51,29524.92
2027-10-07,18:28:41,765.15,54,41318.1
2027-10-08,12:02:55,978.88,36,35239.68
2027-10-09,12:03:43,802.32,30,24069.6
2027-10-10,14:57:27,719.62,23,16551.26
2027-10-11,15:55:33,652.07,26,16953.82
2027-10-12,15:39:19,889.07,10,8890.7
2027-10-13,09:11:07,643.67,19,12229.73
2027-10-14,17:15:03,670.43,18,12067.74
2027-10-15,11:35:37,700.81,12,8409.72
2027-10-16,19:08:07,716.62,9,6449.58
2027-10-17,14:18:49,646.0,1,646.0
2027-10-18,20:10:51,851.9,22,18741.8
2027-10-19,17:52:01,685.42,23,15764.66
2027-10-20,18:15:07,709.15,27,19147.05
2027-10-21,16:35:55,847.38,15,12710.7
2027-10-22,19:28:52,716.84,43,30824.12
2027-10-23,10:20:35,834.92,33,27552.36
2027-10-24,14:35:59,890.49,38,33838.62
2027-10-25,19:46:50,572.23,44,25178.12
2027-10-26,20:08:00,610.5,42,25641.0
2027-10-27,19:34:48,705.65,65,45867.25
2027-10-28,12:40:16,1049.57,63,66122.91
2027-10-29,18:52:27,815.27,59,48100.93
2027-10-30,17:44:31,853.66,56,47804.96
2027-10-31,13:48:28,687.72,61,41950.92
2027-11-01,16:38:52,745.2,59,43966.8
2027-11-02,18:32:29,682.57,52,35493.64
2027-11-03,10:35:13,921.47,51,46994.97
2027-11-04,10:20:04,685.93,55,37726.15
2027-11-05,11:48:56,693.58,56,38840.48
2027-11-06,09:00:09,905.34,41,37118.94
2027-11-07,14:20:55,742.42,27,20045.34
2027-11-08,15:36:33,914.03,33,30162.99
2027-11-09,17:12:28,704.02,27,19008.54
2027-11-10,19:31:32,727.03,34,24719.02
2027-11-11,09:16:55,571.06,33,18844.98
2027-11-12,16:41:52,649.61,29,18838.69
2027-11-13,18:42:41,743.79,11,8181.69
2027-11-14,11:20:15,853.96,26,22202.96
2027-11-15,15:37:13,773.22,16,12371.52
2027-11-16,10:09:18,611.27,29,17726.83
2027-11-17,14:38:29,705.94,14,9883.16
2027-11-18,10:56:10,696.63,19,13235.97
2027-11-19,10:55:38,804.51,25,20112.75
2027-11-20,14:52:48,841.5,28,23562.0
2027-11-21,14:39:44,904.78,39,35286.42
2027-11-22,14:00:17,680.36,38,25853.68
2027-11-23,11:52:24,697.41,53,36962.73
2027-11-24,20:07:14,672.85,55,37006.75
2027-11-25,11:25:02,667.86,53,35396.58
2027-11-26,09:06:24,758.54,62,47029.48
2027-11-27,09:06:44,921.45,54,49758.3
2027-11-28,20:22:23,569.07,82,46663.74
2027-11-29,17:06:29,502.83,50,25141.5
2027-11-30,12:32:43,891.06,66,58809.96
2027-12-01,14:06:24,537.22,54,29009.88
2027-12-02,18:03:26,821.0,58,47618.0
2027-12-03,11:44:20,648.26,59,38247.34
2027-12-04,19:45:57,863.52,62,53538.24
2027-12-05,13:11:46,772.12,44,33973.28
2027-12-06,15:32:54,758.53,53,40202.09
2027-12-07,15:32:04,861.34,29,24978.86
2027-12-08,10:00:36,769.3,43,33079.9
2027-12-09,12:01:56,835.92,24,20062.08
2027-12-10,10:20:09,738.86,25,18471.5
2027-12-11,17:56:41,788.66,18,14195.88
2027-12-12,12:44:16,760.15,27,20524.05
2027-12-13,19:46:05,655.03,25,16375.75
2027-12-14,18:40:16,594.97,20,11899.4
2027-12-15,13:45:00,729.26,7,5104.82
2027-12-16,15:05:49,603.32,13,7843.16
2027-12-17,10:15:44,942.1,7,6594.7
2027-12-18,19:29:04,782.19,5,3910.95
2027-12-19,20:53:03,670.8,35,23478.0
2027-12-20,16:24:17,763.21,27,20606.67
2027-12-21,19:03:07,771.05,32,24673.6
2027-12-22,11:00:39,890.81,48,42758.88
2027-12-23,13:01:29,669.96,43,28808.28
2027-12-24,20:58:45,759.95,44,33437.8
2027-12-25,16:55:38,879.92,51,44875.92
2027-12-26,17:54:09,545.84,54,29475.36
2027-12-27,19:18:51,722.39,64,46232.96
2027-12-28,20:55:44,715.26,62,44346.12
2027-12-29,11:20:27,706.39,62,43796.18
2027-12-30,20:29:08,692.78,62,42952.36
2027-12-31,15:44:45,743.07,63,46813.41
2028-01-01,19:27:06,595.39,65,38700.35
2028-01-02,20:53:28,675.75,56,37842.0
2028-01-03,15:22:08,417.88,58,24237.04
2028-01-04,14:19:58,868.32,48,41679.36
2028-01-05,14:29:18,823.29,43,35401.47
2028-01-06,13:14:14,602.53,43,25908.79
2028-01-07,09:20:52,809.69,29,23481.01
2028-01-08,20:02:44,600.98,40,24039.2
2028-01-09,12:22:53,654.59,28,18328.52
2028-01-10,19:24:01,890.18,16,14242.88
2028-01-11,16:24:58,735.56,21,15446.76
2028-01-12,13:23:01,748.64,16,11978.24
2028-01-13,12:37:31,741.45,4,2965.8
2028-01-14,20:00:49,790.68,17,13441.56
2028-01-15,10:55:49,635.95,12,7631.4
2028-01-16,20:44:49,577.49,29,16747.21
2028-01-17,11:13:37,710.55,21,14921.55
2028-01-18,10:55:41,609.3,34,20716.2
2028-01-19,16:12:14,800.35,25,20008.75
2028-01-20,15:29:46,579.42,39,22597.38
2028-01-21,11:50:09,633.1,51,32288.1
2028-01-22,13:55:15,731.27,44,32175.88
2028-01-23,17:02:00,683.64,48,32814.72
2028-01-24,17:48:23,924.53,57,52698.21
2028-01-25,20:45:18,546.96,68,37193.28
2028-01-26,10:17:17,707.47,60,42448.2
2028-01-27,10:20:54,780.43,50,39021.5
2028-01-28,20:58:08,862.89,60,51773.4
2028-01-29,19:27:40,672.05,72,48387.6
2028-01-30,20:03:31,696.51,60,41790.6
2028-01-31,14:30:56,840.14,61,51248.54
2028-02-01,15:03:53,612.82,58,35543.56
2028-02-02,14:32:43,910.03,39,35491.17
2028-02-03,19:15:32,754.91,47,35480.77
2028-02-04,16:32:49,654.3,53,34677.9
2028-02-05,11:12:21,633.48,27,17103.96
2028-02-06,12:59:48,610.26,40,24410.4
2028-02-07,10:32:49,737.6,23,16964.8
2028-02-08,10:11:40,720.59,32,23058.88
2028-02-09,19:50:37,611.59,30,18347.7
2028-02-10,19:09:46,828.18,17,14079.06
2028-02-11,12:20:15,630.43,19,11978.17
2028-02-12,10:44:14,599.48,14,8392.72
2028-02-13,13:45:44,793.96,7,5557.72
2028-02-14,15:43:34,516.32,34,17554.88
2028-02-15,20:08:38,914.41,11,10058.51
2028-02-16,13:13:03,678.08,35,23732.8
2028-02-17,10:43:58,725.79,21,15241.59
2028-02-18,10:41:30,799.17,34,27171.78
2028-02-19,12:13:57,653.35,30,19600.5
2028-02-20,15:13:35,571.94,49,28025.06
2028-02-21,15:41:11,794.81,44,34971.64
2028-02-22,20:51:19,678.52,51,34604.52
2028-02-23,20:27:20,443.27,66,29255.82
2028-02-24,14:04:31,833.64,56,46683.84
2028-02-25,19:00:34,736.11,54,39749.94
2028-02-26,18:17:14,932.28,68,63395.04
2028-02-27,10:09:48,657.96,61,40135.56
2028-02-28,11:49:21,518.58,75,38893.5
2028-02-29,16:58:52,655.2,74,48484.8
2028-03-01,12:08:34,819.38,60,49162.8
2028-03-02,15:39:14,857.61,67,57459.87
2028-03-03,14:58:28,1011.84,56,56663.04
2028-03-04,15:06:09,876.03,45,39421.35
2028-03-05,19:25:45,736.92,58,42741.36
2028-03-06,19:11:08,917.92,31,28455.52
2028-03-07,15:24:21,717.3,35,25105.5
2028-03-08,12:48:36,783.66,30,23509.8
2028-03-09,20:02:29,544.51,36,19602.36
2028-03-10,19:52:24,644.59,34,21916.06
2028-03-11,13:41:47,850.97,26,22125.22
2028-03-12,14:12:57,855.62,18,15401.16
2028-03-13,16:41:33,746.08,16,11937.28
2028-03-14,20:55:28,776.35,5,3881.75
2028-03-15,16:18:49,712.79,10,7127.9
2028-03-16,13:31:22,612.79,36,22060.44
2028-03-17,15:33:44,574.52,14,8043.28
2028-03-18,15:28:41,860.73,21,18075.33
2028-03-19,11:54:48,666.91,42,28010.22
2028-03-20,15:16:14,554.67,43,23850.81
2028-03-21,10:27:20,873.17,47,41038.99
2028-03-22,11:54:38,849.48,50,42474.0
2028-03-23,14:21:02,724.49,64,46367.36
2028-03-24,10:13:52,666.73,61,40670.53
2028-03-25,17:15:21,830.78,65,54000.7
2028-03-26,12:46:08,728.41,60,43704.6
2028-03-27,12:56:18,582.6,74,43112.4
2028-03-28,15:09:55,931.23,62,57736.26
2028-03-29,09:05:02,806.12,64,51591.68
2028-03-30,13:43:42,951.72,70,66620.4
2028-03-31,09:00:55,692.88,72,49887.36
2028-04-01,11:25:17,782.59,73,57129.07
2028-04-02,16:58:19,845.03,68,57462.04
2028-04-03,11:15:50,578.81,63,36465.03
2028-04-04,09:35:25,861.54,35,30153.9
2028-04-05,13:39:08,760.06,56,42563.36
2028-04-06,19:59:37,666.58,46,30662.68
2028-04-07,10:17:01,761.35,28,21317.8
2028-04-08,13:10:34,876.07,32,28034.24
2028-04-09,10:25:26,928.22,14,12995.08
2028-04-10,10:25:22,761.28,26,19793.28
2028-04-11,14:00:30,856.15,9,7705.35
2028-04-12,13:48:22,681.57,14,9541.98
2028-04-13,14:19:41,693.48,25,17337.0
2028-04-14,19:43:58,699.89,28,19596.92
2028-04-15,09:25:31,640.72,26,16658.72
2028-04-16,20:22:20,696.98,24,16727.52
2028-04-17,20:14:01,560.41,18,10087.38
2028-04-18,15:28:53,565.08,36,20342.88
2028-04-19,20:00:50,539.6,46,24821.6
2028-04-20,18:37:54,872.48,40,34899.2
2028-04-21,18:57:34,739.49,49,36235.01
2028-04-22,11:15:52,755.09,53,40019.77
2028-04-23,19:41:58,743.06,57,42354.42
2028-04-24,11:51:07,688.16,64,44042.24
2028-04-25,16:01:29,787.27,63,49598.01
2028-04-26,09:17:42,676.87,79,53472.73
2028-04-27,17:18:46,943.01,50,47150.5
2028-04-28,10:43:49,677.99,67,45425.33
2028-04-29,10:17:12,770.14,62,47748.68
2028-04-30,19:50:56,853.22,66,56312.52
2028-05-01,09:59:56,599.84,66,39589.44
2028-05-02,10:42:48,787.6,70,55132.0
2028-05-03,20:49:23,764.0,68,51952.0
2028-05-04,11:06:01,790.75,43,34002.25
2028-05-05,11:17:38,757.28,44,33320.32
2028-05-06,13:36:56,606.63,43,26085.09
2028-05-07,16:25:34,875.85,27,23647.95
2028-05-08,10:46:11,694.45,35,24305.75
2028-05-09,16:14:29,738.59,25,18464.75
2028-05-10,12:59:29,779.45,15,11691.75
2028-05-11,12:35:10,750.43,19,14258.17
2028-05-12,11:12:23,938.62,9,8447.58
2028-05-13,12:23:19,889.96,25,22249.0
2028-05-14,13:22:08,690.28,35,24159.8
2028-05-15,15:27:55,670.97,26,17445.22
2028-05-16,10:52:18,814.63,26,21180.38
2028-05-17,13:25:13,814.46,30,24433.8
2028-05-18,18:47:20,1110.67,37,41094.79
2028-05-19,14:18:43,740.88,48,35562.24
2028-05-20,18:35:29,586.93,47,27585.71
2028-05-21,11:49:27,794.05,51,40496.55
2028-05-22,11:55:54,986.26,56,55230.56
2028-05-23,13:47:40,871.55,50,43577.5
2028-05-24,10:03:32,889.11,70,62237.7
2028-05-25,16:47:04,783.34,78,61100.52
2028-05-26,16:34:45,587.91,80,47032.8
2028-05-27,16:28:20,856.49,59,50532.91
2028-05-28,09:26:45,684.03,58,39673.74
2028-05-29,10:33:42,690.43,75,51782.25
2028-05-30,10:52:47,748.04,62,46378.48
2028-05-31,16:32:19,660.74,68,44930.32
2028-06-01,12:13:33,928.48,68,63136.64
2028-06-02,11:56:29,734.26,51,37447.26
2028-06-03,12:51:58,724.27,48,34764.96
2028-06-04,14:35:19,542.69,51,27677.19
2028-06-05,16:37:26,893.87,29,25922.23
2028-06-06,12:37:26,928.66,27,25073.82
2028-06-07,15:53:38,610.51,34,20757.34
2028-06-08,18:49:18,572.22,28,16022.16
2028-06-09,10:12:04,665.86,30,19975.8
2028-06-10,11:59:47,831.38,40,33255.2
2028-06-11,11:31:51,609.57,24,14629.68
2028-06-12,19:35:10,611.34,18,11004.12
2028-06-13,13:33:09,664.04,34,22577.36
2028-06-14,20:30:27,736.82,13,9578.66
2028-06-15,12:54:03,649.58,19,12342.02
2028-06-16,16:59:06,492.54,32,15761.28
2028-06-17,15:12:30,882.17,31,27347.27
2028-06-18,20:33:25,716.83,37,26522.71
2028-06-19,09:01:57,551.84,49,27040.16
2028-06-20,14:15:35,780.89,53,41387.17
2028-06-21,12:40:34,1040.58,59,61394.22
2028-06-22,19:38:48,709.49,62,43988.38
2028-06-23,09:14:06,841.1,59,49624.9
2028-06-24,12:02:34,723.32,75,54249.0
2028-06-25,12:48:23,716.04,65,46542.6
2028-06-26,15:18:20,607.45,62,37661.9
2028-06-27,17:54:03,1087.12,74,80446.88
2028-06-28,10:47:49,709.85,79,56078.15
2028-06-29,17:21:45,755.1,62,46816.2
2028-06-30,20:41:41,696.6,63,43885.8
2028-07-01,16:19:46,823.02,53,43620.06
2028-07-02,19:16:16,853.71,57,48661.47
2028-07-03,19:50:51,863.44,62,53533.28
2028-07-04,09:34:08,792.48,51,40416.48
2028-07-05,19:50:01,685.56,50,34278.0
2028-07-06,12:35:41,730.76,43,31422.68
2028-07-07,20:48:53,701.7,33,23156.1
2028-07-08,09:30:28,823.88,34,28011.92
2028-07-09,09:31:57,771.95,30,23158.5
2028-07-10,14:43:38,719.19,34,24452.46
2028-07-11,17:57:34,769.29,18,13847.22
2028-07-12,20:02:36,886.36,7,6204.52
2028-07-13,14:35:28,472.52,35,16538.2
2028-07-14,09:00:09,866.73,26,22534.98
2028-07-15,13:37:24,602.92,29,17484.68
2028-07-16,15:13:42,584.43,34,19870.62
2028-07-17,11:44:25,617.55,57,35200.35
2028-07-18,09:36:59,682.22,39,26606.58
2028-07-19,20:03:29,780.07,41,31982.87
2028-07-20,10:28:07,523.68,57,29849.76
2028-07-21,18:33:07,764.5,65,49692.5
2028-07-22,11:21:52,831.77,76,63214.52
2028-07-23,09:22:22,1029.67,65,66928.55
2028-07-24,14:20:16,579.12,63,36484.56
2028-07-25,16:38:54,659.68,86,56732.48
2028-07-26,12:57:11,796.71,71,56566.41
2028-07-27,17:58:13,981.47,62,60851.14
2028-07-28,16:23:34,642.86,66,42428.76
2028-07-29,19:04:18,991.0,71,70361.0
2028-07-30,16:50:53,508.88,72,36639.36
2028-07-31,20:41:18,529.9,69,36563.1
2028-08-01,20:19:12,794.26,66,52421.16
2028-08-02,13:59:48,640.71,49,31394.79
2028-08-03,17:37:17,584.11,60,35046.6
2028-08-04,12:23:39,625.96,41,25664.36
2028-08-05,09:03:55,813.81,52,42318.12
2028-08-06,20:55:29,471.99,42,19823.58
2028-08-07,09:31:48,859.19,21,18042.99
2028-08-08,11:22:47,851.04,10,8510.4
2028-08-09,19:04:58,678.14,31,21022.34
2028-08-10,10:27:36,631.97,22,13903.34
2028-08-11,14:16:59,857.96,20,17159.2
2028-08-12,11:16:02,661.56,31,20508.36
2028-08-13,10:30:15,876.35,31,27166.85
2028-08-14,19:02:39,645.58,40,25823.2
2028-08-15,10:39:11,816.02,24,19584.48
2028-08-16,15:04:12,685.47,49,33588.03
2028-08-17,11:13:27,772.95,38,29372.1
2028-08-18,20:37:12,466.3,37,17253.1
2028-08-19,17:28:43,770.46,45,34670.7
2028-08-20,15:28:45,749.31,60,44958.6
2028-08-21,14:53:24,784.72,55,43159.6
2028-08-22,13:18:44,714.8,67,47891.6
2028-08-23,14:21:22,673.28,74,49822.72
2028-08-24,15:38:50,757.24,71,53764.04
2028-08-25,09:01:17,669.53,71,47536.63
2028-08-26,20:12:25,706.61,65,45929.65
2028-08-27,14:43:31,668.73,74,49486.02
2028-08-28,13:43:04,730.61,56,40914.16
2028-08-29,12:54:20,617.72,65,40151.8
2028-08-30,13:50:49,881.04,54,47576.16
2028-08-31,14:08:40,710.47,58,41207.26
2028-09-01,11:38:30,695.3,53,36850.9
2028-09-02,17:08:07,682.56,57,38905.92
2028-09-03,16:49:33,741.75,55,40796.25
2028-09-04,20:01:51,876.92,28,24553.76
2028-09-05,12:19:14,721.16,49,35336.84
2028-09-06,11:10:04,692.93,26,18016.18
2028-09-07,10:49:25,775.0,28,21700.0
2028-09-08,10:39:44,702.07,30,21062.1
2028-09-09,14:58:46,513.36,45,23101.2
2028-09-10,19:23:58,674.88,22,14847.36
2028-09-11,14:09:34,784.48,12,9413.76
2028-09-12,11:33:04,713.03,38,27095.14
2028-09-13,14:18:16,856.64,23,19702.72
2028-09-14,09:36:32,849.42,30,25482.6
2028-09-15,18:26:56,758.62,31,23517.22
2028-09-16,12:07:26,593.94,44,26133.36
2028-09-17,14:06:21,802.75,42,33715.5
2028-09-18,19:07:35,615.53,62,38162.86
2028-09-19,16:25:27,603.45,63,38017.35
2028-09-20,10:06:58,872.38,57,49725.66
2028-09-21,12:08:22,617.86,77,47575.22
2028-09-22,09:32:50,925.8,70,64806.0
2028-09-23,20:25:57,837.81,59,49430.79
2028-09-24,16:33:22,829.81,79,65554.99
2028-09-25,17:38:30,700.97,77,53974.69
2028-09-26,13:53:06,724.45,83,60129.35
